2018SP,BIO,112,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-02-04,12:00:00.0000000,2014-03-03,12:50:00.0000000,TH,MC,003,352,LAB
2018SP,BIO,112,H01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-02-04,16:00:00.0000000,2014-03-03,16:50:00.0000000,M,MC,003,352,CLASS
2018SP,BIO,112,H01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-02-04,16:00:00.0000000,2014-03-03,16:50:00.0000000,W,MC,003,352,CLASS
2018SP,BIO,112,H01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-02-04,16:00:00.0000000,2014-03-03,16:50:00.0000000,F,MC,003,352,CLASS
2018SP,BIO,112,H02,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-02-04,16:00:00.0000000,2014-03-03,16:50:00.0000000,T,MC,003,352,LAB
2018SP,BIO,112,H02,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-02-04,16:00:00.0000000,2014-03-03,16:50:00.0000000,TH,MC,003,352,LAB
2018SP,BIO,112,IN1,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-03-04,12:00:00.0000000,2014-04-07,12:50:00.0000000,M,OL,003,352,CLASS
2018SP,BIO,112,IN1,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-03-04,12:00:00.0000000,2014-04-07,12:50:00.0000000,W,OL,003,352,CLASS
2018SP,BIO,112,IN1,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-03-04,12:00:00.0000000,2014-04-07,12:50:00.0000000,F,OL,003,352,CLASS
2018SP,BIO,112,N1,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-03-04,12:00:00.0000000,2014-04-07,12:50:00.0000000,T,MC,003,352,LAB
2018SP,BIO,112,N1,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-03-04,12:00:00.0000000,2014-04-07,12:50:00.0000000,TH,MC,003,352,LAB
2018SP,BIO,140,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-03-04,16:00:00.0000000,2014-04-07,16:50:00.0000000,M,MC,003,352,CLASS
2018SP,BIO,140,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-03-04,16:00:00.0000000,2014-04-07,16:50:00.0000000,W,MC,003,352,CLASS
2018SP,BIO,140,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-03-04,16:00:00.0000000,2014-04-07,16:50:00.0000000,F,MC,003,352,CLASS
2018SP,BIO,140A,60,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-03-04,16:00:00.0000000,2014-04-07,16:50:00.0000000,T,OL,003,352,LAB
2018SP,BIO,140A,60,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-03-04,16:00:00.0000000,2014-04-07,16:50:00.0000000,TH,OL,003,352,LAB
2018SP,BIO,160,H01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-04-08,12:00:00.0000000,2014-05-06,12:50:00.0000000,M,MC,003,352,CLASS
